smiles,n_conformers
CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,1
CCC1=CC=C(C=C1)C1CCNCC1,1
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,1
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O,1
OS(O)(=O)=O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)NC(=O)C(O)CN)OC[C@]1(C)O,1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
CCC(C)(C)C1CCCCC1OC(C)=O,1
CC\C=C/CCOC(=O)C(\C)=C\C,1
CCCCCCOC(=O)C1=CC=CC=C1,1
C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2,1
CC(=O)N1CCN(CC1)C1=CC=C(O)C=C1,1
CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,1
CSC1=CN=C(C)C=N1,1
Cl.NC(=O)CC[C@H](NC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,1
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C,1
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,1
CN(C)P(=O)(N(C)C)N(C)C,1
CC1C=C(C)CCC1C=O,1
COC(=O)N\N=C\C1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1,1
CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,1
CC(C)C(OC(=O)C1=CC=CC=C1)C(C)(C)COC(=O)C1=CC=CC=C1,1
Cl.CN(C)[C@H]1[C@@H]2CC3C(=C(O)[C@]2(O)C(=O)C(C(=O)NCN2CCCC2)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,1
CC(C)CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1
CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(C)=CCCC(C)=O,1
OC(=O)CS,1
CN(C)C=O,1
CC(C)(CCC(O)=O)C(O)=O,1
ClC1=NC=CC(NC(=O)NC2=CC=CC=C2)=C1,1
CO[Si](OC)(OC)OC,1
C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,1
CCCO[Si](OCCC)(OCCC)OCCC,1
CCC(CO)(COCC=C)COCC=C,1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,1
C[C@]12CC[C@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@@H]1CC[C@@]2(O)C#C,1
[Na+].CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=CC(=C1)S([O-])(=O)=O)S([O-])(=O)=O,1
C[C@H]1CCC[C@@H](C)N1CCCC(O)(C1=CC=CC=C1)C1=CC=CC=N1,1
C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,1
NS(=O)(=O)CC1=NOC2=C1C=CC=C2,1
CC1(C)CC2=C(O1)C(N)=CC=C2,1
CC(C)C1=CC=C2OC3=C(C=C(C(O)=O)C(N)=N3)C(=O)C2=C1,1
CCCC[Sn](Cl)(Cl)CCCC,1
CCCCC[C@@H](O)C1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC(O)C(O)C(O)\C(C)=C\C=C\C=C\C=C\C=C\[C@@H](O)C(C)OC1=O,1
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,1
ClC(Cl)(Cl)C1=CC=C(C=C1)C(Cl)(Cl)Cl,1
FC1=CC2=C(OCC[C@]22NC(=O)NC2=O)C=C1,1
O=C1CCCN1C1CCCCC1,1
NC(=O)C(Cl)Cl,1
CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O,1
Cl.CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,1
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,1
[Na+].CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1,1
N[C@@H]1CONC1=O,1
C\C=C\C\C=C\C\C=C\CC=C,1
CO[Si](OC)(C1=CC=CC=C1)C1=CC=CC=C1,1
CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C,1
CN(N=O)C(N)=O,1
CN(C1CCCCC1)C(=O)CCCOC1=CC=C2NC(=O)C=CC2=C1,1
[Na+].COC1=CC=C(C=C1)\N=N\C1=C(OC)C=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1,1
COC1=CC(OCC(O)CN2CCN(CC2)C2=C(OC)C=CC=C2)=CC(OC)=C1OC,1
CCN(CC)C(C)=O,1
BrC1=CC(Br)=C(OC2=CC(Br)=C(Br)C=C2Br)C=C1Br,1
CCC(C)OC(C)CC,1
CC1CC(CC2CCC(N)C(C)C2)CCC1N,1
CN1C(=O)N(CC2=CN=C(NC3=CC4=C(OC(CO)CO4)C=C3)N=C12)C1=CC=CC=C1Br,1
OC(=O)\C=C\C(O)=O.CN(C)CCC1=CNC2=CC=CC=C12,1
NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,1
CCCOC\C(=N/C1=C(C=C(Cl)C=C1)C(F)(F)F)N1C=CN=C1,1
CCOC(=O)[C@H](C)O,1
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,1
CSC1=NC2=C(N1)C=C(OC1=CC=CC(Cl)=C1Cl)C(Cl)=C2,1
[Na+].[Na+].CN1C(CNC2=CC=C(C=C2)C(=O)NC(CCC([O-])=O)C([O-])=O)CNC2=NC(N)=NC(O)=C12,1
CCCOCCOCCO,1
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,1
OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,1
CCCCC(CC)COC(=O)C(C)=C,1
NCCCO.CC(CC1=CC(C)=CC(=O)N1O)CC(C)(C)C,1
[Na+].CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,1
CCC1=C(C(=O)C2=CC(I)=C(O)C(I)=C2)C2=C(O1)C=CC=C2,1
CCC(C)NC(N)=O,1
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,1
N[C@H](CCC(O)=O)C(O)=O,1
O=C1NC=NC2=C1NC=N2,1
[Cl-].CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,1
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1
CC(C)=CCCC(C)=CCCC(C)=O,1
CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1
CN1C(=O)NC(=O)N(C1=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C(F)(F)F)C(C)=C1,1
CN\C(NCCSCC1=CSC(N=C(N)N)=N1)=N/C#N,1
ClC1=CC=C(C=N1)C(Cl)(Cl)Cl,1
ClC1=C(Cl)N=CC(=C1)C(Cl)(Cl)Cl,1
Cl.CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,1
CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O,1
Cl.Cl.C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2,1
COS([O-])(=O)=O.CCCC[P+](C)(CCCC)CCCC,1
Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,1
S(SC1=CC=CS1)C1=CC=CS1,1
NC1=NC(=O)N(C=C1I)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,1
OC(CC(O)=O)C(O)=O,1
CCCCNC(=N)NC(N)=N,1
OC(=O)CC(O)(CC(O)=O)C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,1
[Br-].CC[N+]1(C)CCCC1,1
CNC(=O)\C=C(/C)OP(=O)(OC)OC,1
[Sb+3].CC([O-])=O.CC([O-])=O.CC([O-])=O,1
OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,1
CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCC(=O)N1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O,1
[Cl-].[Cl-].C[N+](C)(C)CC[N+]1(C)CC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C1,1
CCOC(=O)CCCCCCCCC=C,1
CCCOC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(=O)OCCC,1
CN1CCN(N)CC1,1
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(\C=C\Br)C(=O)NC1=O,1
CCSCCCl,1
CC(C)N=C=NC(C)C,1
OC(=O)CCCCCCCCCCC(O)=O,1
CC(C)N1C(SCN(C1=O)C1=CC=CC=C1)=NC(C)(C)C,1
Cl.CC(C)NCC(O)C1=C(Cl)C=CC=C1,1
CCCCCCCCC(C)=O,1
CCCCCCCCCBr,1
CCCCCCCCCCCBr,1
NC1=C(Cl)C(F)=NC(OCC(O)=O)=C1Cl,1
CC(C)(C)C(=O)OCOC(=O)C1N2C(CC2=O)S(=O)(=O)C1(C)C,1
CC(C)OC(=O)CCCCC(=O)OC(C)C,1
CC1=CSC=N1,1
CC1=NC=CN1,1
ClCCCCBr,1
CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,1
C[C@H](O)C(O)=O.C[C@@H](CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,1
NC1CCCCC1N,1
CCC1CCC(=O)O1,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,1
CC1=CC=NC(N)=C1,1
CC(C)(C)C(=O)NCCCC(O)=O,1
CC1(C)OC(=O)NC1=O,1
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,1
Cl.ClCC1=NC=CC=C1,1
Cl.ClCC1=CC=CN=C1,1
OCCNC(=O)C=CC1=CC=CC=C1,1
NS(=O)(=O)C1=CC=CC=C1Cl,1
CCCC1(CCC1)[C@H](O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,1
OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1N=CNC2=O,1
CC(OC1=C(Cl)C=CC(Cl)=C1)C(O)=O,1
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1
OCC1=CC=C[N+]([O-])=C1,1
CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O,1
OC(=O)C1=C(O)C=CC=C1,1
Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,1
CC1=CC(O)=C(C)C(C)=C1,1
CC(OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1)C(O)=O,1
COC(=O)C(C)OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1,1
CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,1
COC1=C(OC)C=C(CC2=CN=C(N)N=C2N)C(C)=C1,1
OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O.NC[C@H](O)C1=CC=C(O)C(O)=C1,1
CN1CC(O)C2=C\C(=N\NC(N)=O)C(=O)C=C12,1
COC(=O)\C=C\C(\C)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C(O)=O,1
CN(C)CCCNCCC#N,1
CCCC1CCCC(=O)O1,1
CNC(=O)OC1=C(C=CC=C1)C1OCCO1,1
OCCSC1=CC=CC=C1,1
O=C1NC2=C(N1)C(=O)NC(=O)N2,1
CC(C(O)=O)C1=CC=C(\C=C2/CCCCC2=O)C=C1,1
CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O,1
OCC1=CNC2=C1C=CC=C2,1
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,1
CC1=C(O)C(C)=C(C)C(O)=C1,1
C[C@H]1N2CC3=C(Cl)C=CC=C3NC2=NC1=O,1
CN(C)C(C)(C)CO,1
ClC1=CC=C(OC2=CC=CC=C2)C=C1,1
COC1=CC=CC=C1OCC1CNC(=O)O1,1
CC=CC=NNC(=O)C1=CC=NC=C1,1
ClC1=CC2=C(C=C1)C(=O)NS2,1
BrCC(=O)C1=CC=CC=C1,1
CCCCCCC1(C)CCC(=O)O1,1
CC(C)[C@H](C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1,1
OP(O)(=O)OC1=CC=CC=C1,1
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,1
N#C[N-]C#N.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,1
COC1=CC=C(CCO)C=C1,1
CN(N=O)C(=N)N[N+]([O-])=O,1
OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl,1
[K+].CC(=O)CC(=O)NC1=CC=C(C=C1)S([O-])(=O)=O,1
CC(C)(C1=CC=CC=C1)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C(=C1)C(C)(C)C1=CC=CC=C1,1
[O-][N+](=O)C1=CC=C(F)C(=C1)[N+]([O-])=O,1
COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,1
CCCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1,1
CN1C(C(=O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O,1
OS(O)(=O)=O.CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)C1=NC(=NC(N)=C1C)C(CC(N)=O)NCC(N)C(N)=O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)C1=CNC=N1)C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCCN[C@@H](C)C1=CC=CC=C1,1
CS(O)(=O)=O.CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N1CCN(C)CC1)C(F)=C2,1
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1,1
Cl.Cl.OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O,1
CCCCCCCCCCCCCCCCCC(=O)O[Al](O)O,1
CC1=CC=C(C=C1)S(N)(=O)=O,1
CC(=CC1=CC=CC=C1)[N+]([O-])=O,1
CCCCC1CCC(O)CC1,1
CCCCCC1CCCC(=O)O1,1
CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(O)=O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,1
OP(O)(O)=O.CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,1
CCCCCCC1CCC(=O)O1,1
COCC(=O)N([C@H](C)C(=O)OC)C1=C(C)C=CC=C1C,1
CCCCCCCCCCCCCCCCCCOC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC,1
CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1N,1
CCC(=O)C1=CC=C(O)C=C1,1
CC1=CP(=O)(CC1)C1=CC=CC=C1,1
[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O,1
NP(N)(=O)NC(=O)C1=CC=C(F)C=C1,1
CN1N=NN=C1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C2=O)C(O)=O,1
O.O.O.[Na+].CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl,1
Cl.CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C,1
OC(=O)[C@H](OC(=O)\C=C\C1=CC(O)=C(O)C=C1)[C@@H](OC(=O)\C=C\C1=CC=C(O)C(O)=C1)C(O)=O,1
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(OCCO)=C4)C3=O)C3=CC=C(OCCO)C(OCCO)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1
CCOC(=O)C(=C)C#N,1
[Cl-].CCCCCCCCCCN1C=C[N+](CCCCCCCCCC)=C1C,1
CC[C@]1(NC(=O)N(C)C1=O)C1=CC=CC=C1,1
CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,1
CCCCCCC1CCCC(=O)O1,1
OC(=O)\C=C/C(O)=O.COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1,1
CC(C(O)=O)C1=CC=C(C2CCCCC2)C2=C1C=CC=C2,1
CC(C)(CC1=CNC2=C1C=CC=C2)NCC(O)COC1=C(C=CC=C1)C#N,1
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,1
OC(=O)C(Cl)(Cl)Br,1
CCCO,1
O=C(C1CCCCC1)C1=CC=CC=C1,1
[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,1
CCOC(=O)[C@@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1,1
NC1=NC(=O)NC=C1,1
ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1,1
CCCCO,1
CCCCCO,1
FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC(Cl)=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C(Cl)=C1,1
C1=CC=CC=C1,1
CCNC(=O)NCC1=CC(Cl)=CC=C1,1
[Co++].CC([O-])=O.CC([O-])=O,1
CC(C)=CCCC(C)(OC(=O)C1=CC=CC=C1N)C=C,1
CC(=O)NC1=CC(Cl)=C(C)C=C1,1
ClC(Cl)C(=O)N1CCOC11CCCCC1,1
CN(C)C1=CC=C(SC#N)C=C1,1
CC(Cl)(Cl)Cl,1
NC1=CC=CC=C1C(=O)OCC(O)CO,1
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,1
OC(=O)C=CC(O)=O.CC(CN(C)C)CN1C2=C(SC3=C1C=C(C=C3)C(F)(F)F)C=CC=C2,1
COC1=CC=C(C=CC(=O)OCCC(C)C)C=C1,1
COC(=O)C(C)N(C(=O)CC1=CC=CC=C1)C1=C(C)C=CC=C1C,1
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,1
COC(=O)C1=C(C)NC(C)=C(C1C1=C(OC(F)F)C=CC=C1)C(=O)OC,1
[Na+].[Na+].OC1=CC=C(C=C1S([O-])(=O)=O)C1(OC(=O)C2=C(Br)C(Br)=C(Br)C(Br)=C12)C1=CC=C(O)C(=C1)S([O-])(=O)=O,1
CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,1
N1C2=CC=CC=C2N=C1C1=CC=CC=C1,1
[Br-].C[N@+]12CCCC[C@@H]1CCC(C2)=C(C1=CC=CS1)C1=CC=CS1,1
[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,1
[Na+].CCCC(C)C1(CC)C(=O)NC([S-])=NC1=O,1
COC1=CC=C(CCNC[C@H](O)C2=CC=C(O)C=C2)C=C1OC,1
CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,1
O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,1
O.[Na+].CCOC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C2=C(C=CC=C2)C=C1,1
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C\C=C(C)\[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,1
CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,1
[Br-].CC[N+](CC)(CC)CC,1
CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,1
ClC(=O)C1=C(Cl)C(Cl)=C(C(Cl)=O)C(Cl)=C1Cl,1
CN(CC1(C)CCCO1)S(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,1
NC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1,1
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,1
NC(=O)C1C2=CC=CC=C2CCC2=CC=CC=C12,1
NCCCN1CCN(CCCN)CC1,1
CC(C)=CCCC(C)=CCCC(C)(O)C=C,1
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,1
CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,1
C[C@@H](O)[C@H](N)C(O)=O,1
O.O.O.[Cl-].CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1,1
FAIL,1
[Na+].CN(C(C)=O)C1=C(I)C(NC(C)=O)=C(I)C(C([O-])=O)=C1I,1
CCCCCCCC\C=C\CCCOC(C)=O,1
CN(C)N=NC1=CC=CC=C1,1
Cl.COC(=O)C(CN)C1=CNC2=CC=C(OC)C=C12,1
CC[C@H](NC(C)C)[C@H](O)C1=CC=C(O)C2=C1C=CC(=O)N2,1
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,1
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,1
C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,1
OC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12,1
CC1(OC(=CC1=O)C(O)=O)C1=CC=CC=C1,1
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1
COC1=CC=C(C=C1)C(=O)N1CCCC1=O,1
COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,1
CC1=C(C=CC=C1)N1C(C)=NC2=CC=CC=C2C1=O,1
O.[Na+].COC1=CC=CC(OC)=C1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C([O-])=O,1
[Na+].CCCC(=O)NC1=C(I)C(CC(CC)C([O-])=O)=C(I)C=C1I,1
ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CC=C(SC2=CC=CC=C2)C=C1,1
OC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1O,1
CCOC(=O)NCCOC1=CC=C(OC2=CC=CC=C2)C=C1,1
COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O[C@@H]5CCCCO5)[C@H](C)O4)C3=C1O)C(=O)CO)C2=O,1
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,1
NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F,1
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,1
ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,1
CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC(C)C)CC3)N=C21,1
CCC1=CC=C(C=C1)C(C(Cl)Cl)C1=CC=C(CC)C=C1,1
[Na+].[Na+].[Na+].[Na+].CC1=CC(=CC=C1N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O)C1=CC(C)=C(C=C1)N=NC1=C(C=C2C=C(C=C(N)C2=C1O)S([O-])(=O)=O)S([O-])(=O)=O,1
